Date,Close
25/11/2020,11
29/11/2020,14
02/12/2020,18
25/11/2020,38
29/11/2020,47
02/12/2020,5
25/11/2020,6
29/11/2020,10
02/12/2020,15
25/11/2020,28
29/11/2020,52
02/12/2020,11
25/11/2020,19
29/11/2020,24
02/12/2020,26
25/11/2020,33
29/11/2020,56
02/12/2020,12
25/11/2020,15
29/11/2020,16
02/12/2020,18
25/11/2020,39
29/11/2020,47
02/12/2020,13
25/11/2020,19
29/11/2020,24
02/12/2020,39
25/11/2020,40
29/11/2020,46
02/12/2020,5
25/11/2020,21
29/11/2020,23
02/12/2020,41
25/11/2020,43
29/11/2020,56
02/12/2020,9
25/11/2020,17
29/11/2020,43
02/12/2020,46
25/11/2020,48
29/11/2020,53
02/12/2020,17
25/11/2020,18
29/11/2020,24
02/12/2020,34
25/11/2020,41
29/11/2020,50
02/12/2020,1
25/11/2020,8
29/11/2020,19
02/12/2020,35
25/11/2020,37
29/11/2020,43
02/12/2020,12
25/11/2020,23
29/11/2020,39
02/12/2020,45
25/11/2020,54
29/11/2020,56
02/12/2020,8
25/11/2020,15
29/11/2020,17
02/12/2020,35
25/11/2020,39
29/11/2020,45
02/12/2020,11
25/11/2020,12
29/11/2020,23
02/12/2020,25
25/11/2020,41
29/11/2020,44
02/12/2020,17
25/11/2020,21
29/11/2020,27
02/12/2020,42
25/11/2020,50
29/11/2020,52
02/12/2020,9
25/11/2020,17
29/11/2020,29
02/12/2020,52
25/11/2020,54
29/11/2020,56
02/12/2020,2
25/11/2020,8
29/11/2020,11
02/12/2020,18
25/11/2020,25
29/11/2020,56
02/12/2020,16
25/11/2020,26
29/11/2020,27
02/12/2020,30
25/11/2020,41
29/11/2020,54
02/12/2020,11
25/11/2020,16
29/11/2020,28
02/12/2020,38
25/11/2020,39
29/11/2020,53
02/12/2020,5
25/11/2020,12
29/11/2020,21
02/12/2020,27
25/11/2020,43
29/11/2020,49
02/12/2020,5
25/11/2020,11
29/11/2020,28
02/12/2020,35
25/11/2020,38
29/11/2020,42
02/12/2020,1
25/11/2020,22
29/11/2020,30
02/12/2020,36
25/11/2020,45
29/11/2020,52
02/12/2020,13
25/11/2020,14
29/11/2020,19
02/12/2020,27
25/11/2020,35
29/11/2020,54
02/12/2020,8
25/11/2020,14
29/11/2020,32
02/12/2020,40
25/11/2020,43
29/11/2020,45
02/12/2020,37
25/11/2020,38
29/11/2020,42
02/12/2020,48
25/11/2020,49
29/11/2020,50
02/12/2020,9
25/11/2020,19
29/11/2020,22
02/12/2020,24
25/11/2020,30
29/11/2020,34
02/12/2020,4
25/11/2020,15
29/11/2020,16
02/12/2020,21
25/11/2020,35
29/11/2020,56
02/12/2020,4
25/11/2020,19
29/11/2020,36
02/12/2020,39
25/11/2020,40
29/11/2020,53
02/12/2020,3
25/11/2020,14
29/11/2020,16
02/12/2020,21
25/11/2020,32
29/11/2020,54
02/12/2020,3
25/11/2020,8
29/11/2020,31
02/12/2020,32
25/11/2020,52
29/11/2020,54
02/12/2020,5
25/11/2020,29
29/11/2020,30
02/12/2020,34
25/11/2020,36
29/11/2020,50
02/12/2020,1
25/11/2020,12
29/11/2020,14
02/12/2020,31
25/11/2020,34
29/11/2020,56
02/12/2020,1
25/11/2020,5
29/11/2020,24
02/12/2020,29
25/11/2020,30
29/11/2020,46
02/12/2020,3
25/11/2020,7
29/11/2020,10
02/12/2020,28
25/11/2020,34
29/11/2020,43
02/12/2020,3
25/11/2020,30
29/11/2020,42
02/12/2020,49
25/11/2020,50
29/11/2020,51
02/12/2020,16
25/11/2020,18
29/11/2020,34
02/12/2020,42
25/11/2020,47
29/11/2020,55
02/12/2020,1
25/11/2020,3
29/11/2020,5
02/12/2020,53
25/11/2020,54
29/11/2020,56
02/12/2020,1
25/11/2020,11
29/11/2020,20
02/12/2020,38
25/11/2020,41
29/11/2020,43
02/12/2020,7
25/11/2020,16
29/11/2020,18
02/12/2020,24
25/11/2020,46
29/11/2020,54
02/12/2020,1
25/11/2020,5
29/11/2020,15
02/12/2020,18
25/11/2020,24
29/11/2020,54
02/12/2020,11
25/11/2020,15
29/11/2020,28
02/12/2020,31
25/11/2020,39
29/11/2020,50
02/12/2020,3
25/11/2020,8
29/11/2020,32
02/12/2020,37
25/11/2020,39
29/11/2020,43
02/12/2020,9
25/11/2020,37
29/11/2020,40
02/12/2020,42
25/11/2020,50
29/11/2020,55
02/12/2020,11
25/11/2020,13
29/11/2020,25
02/12/2020,27
25/11/2020,48
29/11/2020,53
02/12/2020,6
25/11/2020,17
29/11/2020,21
02/12/2020,26
25/11/2020,41
29/11/2020,51
02/12/2020,5
25/11/2020,26
29/11/2020,38
02/12/2020,48
25/11/2020,50
29/11/2020,54
