time,open,high,low,close,%K,%D,Volume,Volume MA,Plot,Plot,Developing Poc,Developing VA High,Developing VA Low,Developing Poc,Developing VA High,Developing VA Low,4EMA 3,4EMA 6,4EMA 13,4EMA 21,VI +,VI -,ADX,+DI,-DI,Key Level,Plot,Plot,ADX,+DI,-DI,Key Level
2020-05-18T16:00:00Z,9612.847964780194,9898,9471.41,9680.625,71.15036731301977,72.5099005846741,54006.11729279,64945.63023860349,328720.32794424996,0,9700.702125,9738.02875,9578.057499999999,NaN,NaN,NaN,8297.046965933325,9410.554117431033,8117.037605862628,9023.29362047217,1.22914503288335,0.9880079054031423,35.05912853930743,23.48539722466768,10.348512600287506,23,530.3516160459187,0,51.68263965297958,21.0407427289633,6.656809430321259,23
2020-05-19T16:00:00Z,9646.736482390097,9840,9330,9567.7975,63.44854237354545,69.19711538936845,41818.36588182,59602.734308313986,0,41818.36588182,9744.375,9801.75,9661.5,NaN,NaN,NaN,8342.430913578562,9439.143823352664,8131.47302769484,9072.793973156518,0.8398445424358577,1.11637963249661,34.847170333281504,22.109642156641335,11.366556379774178,23,466.29048361328955,0,49.80765112468944,17.374175274967143,10.328587063720203,23
2020-05-20T16:00:00Z,9607.266991195049,9607.266991195049,8951.22,9262.445,47.69345609346419,60.76412192667647,59731.29844383,58800.691851873984,0,101549.66432565,9498.475667732553,9561.275498455961,9256.24774922798,NaN,NaN,NaN,8375.288559522185,9407.016764561271,8142.726480155588,9090.034975596835,0.5538859034601409,1.249332154707579,33.49193219460993,20.450100659148006,14.847083409198174,23,349.6095306449457,0,47.736527808399934,13.571417869558697,20.705000183456505,23
2020-05-21T16:00:00Z,9434.855995597525,9434.855995597525,8818,9086.4875,34.21318041526681,48.45172629409215,46964.48063792,59582.298270800486,0,148514.14496357,9064.8375,9170.625,9019.5,NaN,NaN,NaN,8400.688521682107,9348.738716459222,8152.117137069463,9089.712477815305,0.5977698180360758,1.3182834894773445,31.86570486442019,19.00558834974976,15.323842826609125,23,216.3913571408874,0,46.602269653396164,10.794536754771721,20.887435199014895,23
2020-05-22T16:00:00Z,9260.671747798762,9304.88,9081.1,9201.2975,30.14040092281139,37.349012477180786,27058.97936537,58117.16286429949,0,175573.12432894,9173.40925,9254.529499999999,9159.423,NaN,NaN,NaN,8429.281699479174,9321.931222557545,8162.556742670762,9099.856570741185,1.1545020682913802,1.3597121617188341,30.355636629244,18.495192864604373,14.912320696915007,23,124.75232381540013,0,45.549029938035524,9.878002524951272,19.113940905747423,23
2020-05-23T16:00:00Z,9230.984623899381,9297.99,9008,9139.855,30.24070618039187,31.531429172823348,26797.21405286,57210.45090161299,0,202370.3383818,9200.118375,9268.991,9138.495499999999,NaN,NaN,NaN,8454.659317354917,9288.82645481981,8172.2811034402075,9103.492791582896,1.3698152869961278,1.266395460220577,28.735926084493464,17.827076558981084,15.28423110560185,23,18.282213704200103,0,45.09091048933524,8.683683304580141,19.850726724592466,23
2020-05-24T16:00:00Z,9185.41981194969,9185.41981194969,8649,8891.2325,30.753785137420476,30.378297413541237,46543.67090308,57220.04964643299,0,248914.00928487998,8784.811667036043,8931.48826743497,8703.324666814417,NaN,NaN,NaN,8470.251216735098,9216.536644852571,8179.434848679609,9084.196401438996,0.4771359272942593,1.1445532063183939,27.11146914069461,16.630334222903116,18.75091990403239,23,-114.91007944271519,0,46.387222884944805,6.786432918422427,30.135769160380253,23
2020-05-25T16:00:00Z,9038.326155974846,9038.326155974846,8705.01,8806.25,25.593624515817684,28.862705277876668,32352.45112698,55780.94864775598,0,281266.46041185997,8892.9005,8935.08,8827.714,NaN,NaN,NaN,8482.251173280272,9141.939073061194,8185.671815359414,9058.928546762723,0.6516299070360063,1.2985547954798204,25.60304483573853,15.91538702574262,17.944807564383407,23,-236.4034511610589,0,47.59094153801083,5.801856897551292,25.763670291580773,23
2020-05-26T16:00:00Z,8922.288077987423,9230,8700,8950.9025,30.439451602781475,28.92895375200653,38293.1317446,54296.941121893484,0,319559.59215646,8852.375,9110.75,8779.5,NaN,NaN,NaN,8498.98872066312,9107.205150686432,8193.286051027479,9049.10799705702,1.0590745344530377,0.9483616891195902,23.898039251318394,17.303874403324496,16.714349919574524,23,-289.7210853794029,0,45.81311919736999,12.597717217642634,19.99723768780276,23
2020-05-27T16:00:00Z,8936.59528899371,9510,8936.59528899371,9302.9175,47.32959212508674,34.45422274789529,44579.89057573,51778.634888774985,44579.89057573,0,9173.62625,9350.365,9110.9125,NaN,NaN,NaN,8527.700462782293,9142.78921419799,8204.32715997248,9072.181588233656,1.2098824544463909,0.572528702007268,23.03694604829225,19.63628053558807,15.477811835916567,23,-229.23457049060426,0,43.65360413084225,21.01678082551135,15.350752495497874,23
2020-05-28T16:00:00Z,9119.756394496855,9620,9119.756394496855,9466.47,68.72240482676476,48.83048285154431,40097.61621203,51287.879735860486,84677.50678776001,0,9508.915375,9541.16575,9426.49775,NaN,NaN,NaN,8561.227946254354,9201.640266161992,8216.885795196635,9108.025989303324,1.3909626532657695,0.6367525622655107,22.500010654049003,19.7891999941641,14.471924658547664,23,-118.73727970894845,0,42.44945020732573,21.213384548831655,12.247413425236509,23
2020-05-29T16:00:00Z,9293.113197248427,9600,9293.113197248427,9470.1675,81.28364348897139,65.77854681360762,30232.39754837,47243.72159312798,114909.90433613001,0,9542.625,9586.5,9431.25,NaN,NaN,NaN,8593.69007317384,9250.463399587084,8229.356259921045,9140.947944821202,1.4417104158244092,0.8884938554172309,22.001427787965984,18.97451135537321,13.876139452261736,23,-72.46390142729274,0,41.33130727834612,18.366143634345416,10.603576887946094,23
2020-05-30T16:00:00Z,9381.640348624212,9738.89,9381.640348624212,9539.9625,82.91808102336343,77.64137644636652,32141.77912234,45047.76036949699,147051.68345847,0,9557.886875,9646.283749999999,9511.58375,NaN,NaN,NaN,8627.48551698906,9303.09959966216,8242.397118031284,9177.221995292002,1.3943225108331978,0.820985583216909,21.885814559838874,19.951313352945828,13.195126659610121,23,-50.74721778849357,0,41.37892666076441,21.71760605761415,8.871006916752561,23
2020-05-31T16:00:00Z,9460.801424312107,9620,9400,9511.4125,78.7374728423113,80.9797324515487,22773.41759508,42808.234974948486,169825.10105355002,0,9545.75,9570.5,9493.5,NaN,NaN,NaN,8659.05433781088,9340.974672450859,8255.02413675734,9207.602950265456,1.1851656427974002,0.9653529457274975,21.778459419435126,19.32241063411094,12.77919158381852,23,-69.80725500476274,0,41.42314465872426,19.291224638626645,7.879901069569574,23
2020-06-01T16:00:00Z,9486.106962156053,10299,9300,9652.85,65.9016539618541,75.85240260917627,104583.30435679,46134.41627555249,274408.40541034006,0,10111.6875,10199.1,9724.575,NaN,NaN,NaN,8694.54704003192,9397.679277459794,8268.932851814481,9248.07995478678,0.9330267853780045,0.540516817063166,23.078132047782855,25.819531449299696,11.072397455205973,23,-65.19844402024239,0,44.00532833155637,38.18098525394265,4.821983988522404,23
