Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
19/10/2018,55.39,57.24,55.39,55.08,56.97,2092924,3168.41
22/10/2018,57.03,57.97,56.71,55.39,57.86,2740120,4110.55
23/10/2018,57.72,57.72,56.16,56.71,56.74,2933289,4381.41
24/10/2018,56.82,57,55.86,56.16,56.62,3485991,5286.28
25/10/2018,56.84,57.54,56.48,55.86,57.45,6422298,9552.1
26/10/2018,57.12,57.35,56.24,56.48,56.33,2306755,3313.05
29/10/2018,56.47,56.75,52.29,56.24,52.73,2955856,4332.96
30/10/2018,53,53.24,52.01,52.29,52.35,2675495,3920.26
31/10/2018,52.76,52.93,51.51,52.01,51.88,1898811,2738.14
01/11/2018,52.05,52.81,51.61,51.51,51.95,3987646,5746.46
05/11/2018,52.07,54.11,51.97,51.61,53.97,1279451,1805.03
06/11/2018,53.97,54.44,52.11,51.97,52.78,838219,1169.88
